word,is_eng,is_cro
poprečno,0,1
bolećivu,0,1
podneseni,0,1
blokirani,0,1
globalistička,0,1
klasificirale,0,1
prigušenija,0,1
namigivanjem,0,1
korporacijsko,0,1
priznatim,0,1
ozdraviš,0,1
žirirala,0,1
ostavariti,0,1
sazvat,0,1
raščistim,0,1
apodiktički,0,1
detronizirani,0,1
dokumentarno,0,1
doprinijelo,0,1
sakrivajući,0,1
sjevernokorejski,0,1
odagnale,0,1
obilatih,0,1
kabliranje,0,1
vjetroenergetskih,0,1
plodonosnu,0,1
zakočeni,0,1
divovskim,0,1
salutirala,0,1
hormonsku,0,1
mantrali,0,1
prouzroči,0,1
elaborirao,0,1
potpale,0,1
senzacionalističko,0,1
unaprjeđivati,0,1
liberalnije,0,1
brošura,0,1
zaudaralo,0,1
kihati,0,1
premeću,0,1
profunkcionirati,0,1
deve,0,1
metabolizmu,0,1
dobrovoljnih,0,1
maškarana,0,1
slasni,0,1
procesiranih,0,1
ulovom,0,1
kompanijina,0,1
gledani,0,1
sudskoga,0,1
stipendirat,0,1
ksenofobi,0,1
odajmo,0,1
kalafati,0,1
pronać,0,1
patliđan,0,1
napalilo,0,1
pravnom,0,1
keširati,0,1
parkirat,0,1
proračunatih,0,1
firmware,1,0
umorenim,0,1
blejzeru,0,1
bezgotovinskog,0,1
oprosti,0,1
iračkoga,0,1
falsificiranjem,0,1
akumulacijskih,0,1
podcjenjujući,0,1
obuje,0,1
generičkim,0,1
pokladna,0,1
njivu,0,1
proznoga,0,1
pečata,0,1
evaziju,0,1
mistikom,0,1
zatru,0,1
opsesivnom,0,1
tranziciji,0,1
algebarske,0,1
seli,0,1
porasti,0,1
plaćenik,0,1
doprinjeo,0,1
njegove,0,1
međuvladinoj,0,1
drugačijih,0,1
naginju,0,1
mišancu,0,1
injekcijskih,0,1
sklepana,0,1
pojeftinila,0,1
sokratovski,0,1
zaokretom,0,1
zastarjeti,0,1
nedostižna,0,1
tajnice,0,1
propuh,0,1
pričate,0,1
otvorenja,0,1
tvronice,0,1
mehanicistički,0,1
nepisanje,0,1
kompjuterizirana,0,1
oženiti,0,1
mišičav,0,1
klarić,0,1
mlažnjaka,0,1
obilati,0,1
petorkom,0,1
možde,0,1
sablažnjiv,0,1
psuju,0,1
kreditiranje,0,1
priložen,0,1
liposukcije,0,1
klizačicom,0,1
zapečaćena,0,1
normalno,0,1
zapozorje,0,1
međuovisnosti,0,1
hp,0,0
tancati,0,1
parcijalnih,0,1
cijelome,0,1
antioksidativnom,0,1
megalomanije,0,1
altera,0,1
oružarnice,0,1
cijepim,0,1
šestosatnoj,0,1
otirači,0,1
tamnijih,0,1
izjednačenosti,0,1
junak,0,1
škafetina,0,1
prediktivnom,0,1
levitiraju,0,1
frigati,0,1
nepropisnoj,0,1
koptskoj,0,1
reaches,1,0
kongresnica,0,1
statističkim,0,1
udeseterostručili,0,1
fotoobjektivom,0,1
sujeti,0,1
marginalce,0,1
violončelisticom,0,1
pekar,0,1
ticale,0,1
flaširane,0,1
crnonabijeloeu,0,1
momčić,0,1
oštećeno,0,1
pravomoćnoj,0,1
bibliotekar,0,1
nestabilnima,0,1
večim,0,1
kotlićem,0,1
vezanosti,0,1
nasljeđa,0,1
potencijalima,0,1
gol-razlici,0,1
nastala,0,1
rigoroznost,0,1
pakosnu,0,1
dlakavom,0,1
sporazumnog,0,1
međupovezanosti,0,1
analgetsko,0,1
žalovanjem,0,1
plasiranom,0,1
preveslala,0,1
prekjučerašnju,0,1
preuzele,0,1
televizični,0,1
privatizirati,0,1
surovijem,0,1
obojali,0,1
snježna,0,1
zanatlija,0,1
voštana,0,1
mašini,0,1
okupatore,0,1
predispoziciju,0,1
nećake,0,1
skeletni,0,1
dječakovog,0,1
glifosat,0,1
razrješenje,0,1
spotovima,0,1
nadraživača,0,1
najuvjerljiviju,0,1
rodoljubni,0,1
konzaltinga,0,1
posrtao,0,1
zadimilo,0,1
korigirate,0,1
arhiviste,0,1
somalskoj,0,1
krvarili,0,1
nivou,0,1
srdačni,0,1
partizanom,0,1
ikonskim,0,1
socijalizirani,0,1
pitoreskni,0,1
nanstvenici,0,1
robijaše,0,1
dinamizmu,0,1
brezama,0,1
tresnuli,0,1
autizam,0,1
zavrzlama,0,1
kopnenu,0,1
slinio,0,1
orijentacija,0,1
autoričinu,0,1
podznaka,0,1
odijenuo,0,1
slavenskih,0,1
bicikliram,0,1
latinskim,0,1
zavičajnoj,0,1
sjenčanjem,0,1
gušteri,0,1
razaralo,0,1
traktoristu,0,1
afirmiranja,0,1
ortakluka,0,1
glisti,0,1
izmjenjivao,0,1
tjelesni,0,1
cmpostanite,0,0
specijalizirano,0,1
opozicijskih,0,1
turanjske,0,1
sinkroni,0,1
visokokvalitetnu,0,1
protuprosvjedi,0,1
probavili,0,1
pustari,0,1
političnosti,0,1
pogrebno,0,1
gitarističkim,0,1
sramite,0,1
zaklopio,0,1
fikser,0,1
proizveden,0,1
bordele,0,1
vedute,0,1
iščekivanog,0,1
narodnjačkim,0,1
sendvić,0,1
ručnicima,0,1
enciklopedijskoj,0,1
cijel,0,1
ispitne,0,1
legalizirale,0,1
sjemenarstvo,0,1
iziskuje,0,1
sjedište,0,1
iskontrolirala,0,1
toplijeg,0,1
iznošenju,0,1
rifovi,0,1
nakrcanih,0,1
profilacije,0,1
tupava,0,1
nepovezanim,0,1
možemu,0,1
prijateljevo,0,1
uzdisale,0,1
prijavnicom,0,1
hc,0,0
ozakonjene,0,1
neodvojive,0,1
teoretičare,0,1
maskiramo,0,1
potegnit,0,1
pekari,0,1
najkrivlji,0,1
najrenomiraniji,0,1
gradu-državi,0,1
adolescentska,0,1
harangira,0,1
ispare,0,1
živuća,0,1
instrumentari,0,1
pješačit,0,1
zaleprša,0,1
oktroiranom,0,1
zamjetnih,0,1
bližiti,0,1
zadovolji,0,1
predlagatelj,0,1
kapitulacija,0,1
promišljalo,0,1
kafa,0,1
uravnotežene,0,1
najpraćeniji,0,1
pojmiti,0,1
odzvonilo,0,1
antacida,0,1
brisače,0,1
beznadežne,0,1
depozitarne,0,1
prodiru,0,1
ovisnog,0,1
distopijskoj,0,1
birtiju,0,1
voće,0,1
refrene,0,1
zlatovez,0,1
intrigama,0,1
agronomima,0,1
komasacije,0,1
certificiranoj,0,1
goru,0,1
triaceton-triperoksid,0,1
digitalizirani,0,1
stekavši,0,1
čupavi,0,1
izvrtanjem,0,1
žrtvenom,0,1
nepristupačnim,0,1
restriktivnim,0,1
oslobođenih,0,1
nagovijestio,0,1
arapskoga,0,1
prosvjednoga,0,1
špinama,0,1
pornografskoj,0,1
proizvedete,0,1
mjesečevim,0,1
podigoh,0,1
dugovječnu,0,1
kutiji,0,1
donirane,0,1
onečišćenjima,0,1
neznanstvenih,0,1
drskosti,0,1
toplomjera,0,1
vreli,0,1
konkretiziramo,0,1
zastajati,0,1
analgezije,0,1
batlere,0,1
rotkvica,0,1
počišćena,0,1
zeznem,0,1
historiografskih,0,1
minutnom,0,1
depresijama,0,1
bajkovitih,0,1
uskačući,0,1
pokisli,0,1
desno,0,1
ranjenici,0,1
uronjenoj,0,1
intermedijarni,0,1
mučnijim,0,1
čedom,0,1
matrijarhatu,0,1
testova,0,1
raščišćene,0,1
najurbaniji,0,1
apsorbirali,0,1
usredotočuju,0,1
svjetovnog,0,1
kvalificiranija,0,1
vanserijsko,0,1
đavolska,0,1
isparavala,0,1
porekoh,0,1
uspravljati,0,1
preopterećena,0,1
udivljenja,0,1
fisiju,0,1
samostalnosti,0,1
pokušavši,0,1
bujniji,0,1
fotkanjem,0,1
hegemonijom,0,1
nakupljanjem,0,1
odslušat,0,1
oslonjenih,0,1
zaleđe,0,1
prvoligaša,0,1
nepodnošljive,0,1
požarno,0,1
dovratniku,0,1
preuredili,0,1
umirivali,0,1
obećavajte,0,1
fotokopirnici,0,1
pogledi,0,1
prestižnih,0,1
šerifa,0,1
zateći,0,1
junakinjom,0,1
mediokritetski,0,1
opioidnim,0,1
karakteristika,0,1
riješavala,0,1
ironija,0,1
poklonite,0,1
sigurnosno-obavještajnih,0,1
nosorogom,0,1
nevjerovatnoj,0,1
magistrice,0,1
umanjen,0,1
nekirurške,0,1
predajmo,0,1
obračunavane,0,1
apsurdan,0,1
šverceri,0,1
dozvoljavale,0,1
pelješkoj,0,1
ponoćnih,0,1
nesuđenog,0,1
javom,0,1
bubnjić,0,1
čađ,0,1
opažamo,0,1
podruma,0,1
političkog,0,1
prikupljalo,0,1
opkoljenoga,0,1
nespremnošću,0,1
jadikuje,0,1
afrički,0,1
migrantskih,0,1
poboljšanoj,0,1
spašavali,0,1
rikošet,0,1
bizarni,0,1
limitirat,0,1
banjalučku,0,1
biotehnološka,0,1
nazivano,0,1
fačuk,0,1
adekvatnije,0,1
podesivim,0,1
pokušavale,0,1
tmurne,0,1
prokremaljske,0,1
maligne,0,1
visokotemperaturne,0,1
popločenje,0,1
neonatalnim,0,1
radiofonska,0,1
flautisticom,0,1
strmoglavila,0,1
režnjeve,0,1
prahova,0,1
ustrijeli,0,1
grcati,0,1
izostavljeno,0,1
hipotenzije,0,1
studentska,0,1
špekule,0,1
faustovski,0,1
beduinskih,0,1
zapamćen,0,1
rezač,0,1
iskrojene,0,1
spuste,0,1
hračka,0,1
kopiranjem,0,1
mračnog,0,1
uručenoj,0,1
prenamjenjuju,0,1
obilnijom,0,1
božić,0,1
kongresi,0,1
pogoršana,0,1
proizvođačkoj,0,1
limfoblastična,0,1
hašišova,0,1
protuzakonitostima,0,1
boginjom,0,1
progresivno,0,1
nelijepa,0,1
koproducirala,0,1
relaksiram,0,1
fabrikacije,0,1
krivotvorinu,0,1
profesorskoj,0,1
lumina,0,1
lakoći,0,1
arapska,0,1
tanašan,0,1
lakšoj,0,1
kitnjaka,0,1
glatkog,0,1
odlagala,0,1
zaliječiti,0,1
prijemčivi,0,1
trošenjem,0,1
utamkica,0,1
tvojemu,0,1
spremnijima,0,1
vjernička,0,1
drveno,0,1
ovladavanja,0,1
lovozakupnici,0,1
benzinsko,0,1
rebala,0,1
ranjavao,0,1
formulirati,0,1
jugonacionalistički,0,1
vunene,0,1
otisneš,0,1
grmili,0,1
dekoderom,0,1
pronacistička,0,1
oldtajmer,0,1
šireg,0,1
grebati,0,1
prvopričesnika,0,1
ukapljeni,0,1
partizanki,0,1
politizirate,0,1
mršavica,0,1
pretvorbenog,0,1
siješ,0,1
kameleoni,0,1
stanara,0,1
beriva,0,1
nesretnike,0,1
prepriječenih,0,1
gorom,0,1
sanitetom,0,1
revanširali,0,1
šljemove,0,1
stramputice,0,1
uvjeravati,0,1
tužaljka,0,1
tratite,0,1
vidješe,0,1
dehidraciju,0,1
nuđeni,0,1
bezbeli,0,1
mlječnih,0,1
prestravljeni,0,1
invazivnih,0,1
fotoknjigu,0,1
bezglutensku,0,1
odgojile,0,1
uvježbanošću,0,1
ekonomistica,0,1
sunčeko,0,1
skrivenoga,0,1
gondola,0,1
kućnog,0,1
poroznim,0,1
odbojnošću,0,1
pripredio,0,1
italije,0,1
davatelji,0,1
procijenili,0,1
povrataka,0,1
mlaznicama,0,1
nečujno,0,1
usklicima,0,1
pripovijetki,0,1
uzornim,0,1
hvalilo,0,1
ugriza,0,1
zaručničke,0,1
ranoranioci,0,1
prirodu,0,1
kamiku,0,1
uvertirom,0,1
srednjoškolsko,0,1
saslušanju,0,1
sabranije,0,1
grabiš,0,1
uvjerljivije,0,1
redatelje,0,1
proslijeđivanje,0,1
učestaliju,0,1
davateljica,0,1
odreska,0,1
manjinske,0,1
okrepljujućem,0,1
staračke,0,1
esencijalnog,0,1
hranjeni,0,1
bags,1,0
proskribirane,0,1
rušiteljski,0,1
zaustaviš,0,1
sveukupnom,0,1
podmornici,0,1
strahovladom,0,1
abecedno,0,1
hrvačice,0,1
besposličarim,0,1
skidanjem,0,1
značajn,0,1
ublažavati,0,1
eurozonom,0,1
elektrificiran,0,1
etnološkim,0,1
napomenule,0,1
pretpostavljaš,0,1
grupnoj,0,1
legnite,0,1
grčko-rimski,0,1
preloškim,0,1
izjednačen,0,1
elektropokretač,0,1
odstajalu,0,1
samoponižavanje,0,1
simulacijskih,0,1
pobožnošću,0,1
porušiti,0,1
tajna,0,1
najbogatijih,0,1
ujednačila,0,1
zaškripi,0,1
veleposlaničkih,0,1
njihovog,0,1
osujećene,0,1
aditivom,0,1
francusko-turskim,0,1
energetičari,0,1
poduzetim,0,1
nogometašu,0,1
koalirali,0,1
plinovit,0,1
demolira,0,1
ženim,0,1
kortizolom,0,1
audijem,0,1
množila,0,1
dociraju,0,1
reprogramirala,0,1
emotikoni,0,1
diletantskog,0,1
glazbenicom,0,1
gadura,0,1
mesožderima,0,1
godištu,0,1
najsvježija,0,1
supredsjedanjem,0,1
dosljednim,0,1
gušter,0,1
poznava,0,1
republičkog,0,1
preddiplomske,0,1
ispaljeni,0,1
najzanimljviji,0,1
rubriku,0,1
odale,0,1
iscurila,0,1
stjerati,0,1
kanalizacija,0,1
kronizma,0,1
ujedinio,0,1
degustirate,0,1
sredozemnih,0,1
zagonetno,0,1
osmjesima,0,1
uhićenima,0,1
famoznog,0,1
dave,0,1
zarobljavanja,0,1
fundacija,0,1
psihostimulansima,0,1
mrijestu,0,1
nomadskim,0,1
zakoračili,0,1
ophodne,0,1
podaka,0,1
duplicirati,0,1
umiruje,0,1
sipinim,0,1
osvetničke,0,1
svemirska,0,1
lakiranja,0,1
vodovodnim,0,1
neznatna,0,1
zaželjeli,0,1
troma,0,1
istovjetni,0,1
hokejaši,0,1
dinamični,0,1
posredovali,0,1
peterim,0,1
decidirane,0,1
natjecateljicu,0,1
najzdravija,0,1
erotsku,0,1
preuzetim,0,1
istraživačko-razvojni,0,1
incijalima,0,1
deložiran,0,1
upotrebljiviji,0,1
potičući,0,1
smatranom,0,1
naizglednija,0,1
poznatome,0,1
gorivne,0,1
skontala,0,1
otjelovljuje,0,1
razvodnjena,0,1
kvantificirati,0,1
obročnom,0,1
proizišlog,0,1
mladih,0,1
nepoznanica,0,1
otimane,0,1
rađenim,0,1
pojedinačne,0,1
zborovotkinja,0,1
amaterizmom,0,1
prostitutku,0,1
vjernike,0,1
neškodljivom,0,1
prodonijeti,0,1
prtlja,0,1
mahnit,0,1
sintezi,0,1
novoustanovljene,0,1
kvakom,0,1
šovinizmu,0,1
biralište,0,1
zagrebao,0,1
smežurati,0,1
koprodukcijska,0,1
ujednačenje,0,1
zasula,0,1
elitnijim,0,1
istražiteljice,0,1
emitirale,0,1
prijam,0,1
htjedoh,0,1
okuci,0,1
nepobjedivoj,0,1
divljački,0,1
rusko-ukrajinske,0,1
kaskadni,0,1
ražnjeva,0,1
distribuiranih,0,1
šugamanom,0,1
vršitelju,0,1
glinsko,0,1
tamošnjem,0,1
ciglom,0,1
transplantacije,0,1
predstojnikom,0,1
zagrlit,0,1
graktanjem,0,1
objelodanjuje,0,1
desno-konzervativnog,0,1
predikatnih,0,1
kvačicu,0,1
prošlogodišnji,0,1
umjetnika,0,1
hulahupkama,0,1
zakonodavnim,0,1
spin-doktori,0,1
ogradili,0,1
petnaesta,0,1
marici,0,1
provincijalaca,0,1
prerezana,0,1
krakovskog,0,1
brulle,0,0
četverokrevetni,0,1
sedmorostruki,0,1
tjelešce,0,1
nečujnih,0,1
umjetnim,0,1
sretniji,0,1
pakirati,0,1
proračunatost,0,1
kadifi,0,1
razlivenih,0,1
kulturnjake,0,1
ušivenu,0,1
stalcima,0,1
piskaranje,0,1
rekonstruiramo,0,1
podmazivanja,0,1
parlamentranih,0,1
željezo,0,1
stajsko,0,1
mizerija,0,1
najdosljednije,0,1
zlostavljale,0,1
zatupnik,0,1
autiju,0,1
preznojava,0,1
poraženoga,0,1
propagiranja,0,1
vegeterijance,0,1
najdugovječnijih,0,1
nadrealni,0,1
složencu,0,1
ravnateljem,0,1
kriminalistiku,0,1
kavitaciju,0,1
specijalizantica,0,1
oglušivao,0,1
zločince,0,1
otvorila,0,1
vektorom,0,1
kalorijskim,0,1
međuubrzanja,0,1
osnovane,0,1
dispareunija,0,1
ciklonalno,0,1
zamotate,0,1
kaloričnosti,0,1
poderotina,0,1
nepripremljenim,0,1
redarstveniku,0,1
embrija,0,1
ludbreške,0,1
eksplozivni,0,1
uškopljene,0,1
pletena,0,1
tminu,0,1
platonski,0,1
iluminata,0,1
poteglo,0,1
prerasti,0,1
hebrejska,0,1
pjeska,0,1
jadikovati,0,1
podijeljenoga,0,1
isušenom,0,1
legalizirat,0,1
prljavima,0,1
ilustriranih,0,1
zadaćom,0,1
protivština,0,1
antidemografska,0,1
izmještenog,0,1
fantomsko,0,1
trilateralnog,0,1
larvicidno,0,1
velikosrbe,0,1
upakirani,0,1
posustaju,0,1
okitit,0,1
slaven,0,1
psihotraumi,0,1
birotehničke,0,1
filetirani,0,1
dar,0,1
misaonih,0,1
friziranu,0,1
odviti,0,1
toljage,0,1
okolis,0,1
preuzela,0,1
odzdravili,0,1
otplivam,0,1
crno-zlatne,0,1
pušci,0,1
uglazbljeni,0,1
nevaljalo,0,1
najbogatija,0,1
plavo-žutim,0,1
zarezuju,0,1
humanistima,0,1
lomova,0,1
izmorene,0,1
naški,0,1
opustilo,0,1
ilirsko,0,1
docscr,0,0
zaklinje,0,1
otplaćenih,0,1
zacrnjeni,0,1
humanizira,0,1
najopasnijoj,0,1
pretjecali,0,1
realizacija,0,1
šenkovečke,0,1
drhtavicu,0,1
tvrđa,0,1
visokokvalitetni,0,1
ogrezao,0,1
nasmiju,0,1
trljanjem,0,1
najokorjelijih,0,1
dioničkog,0,1
šerija,0,1
dojadio,0,1
rastom,0,1
izvjesnom,0,1
usputnog,0,1
ćelavim,0,1
optočenog,0,1
brloge,0,1
jeruzalemskome,0,1
odmjerivši,0,1
genijalce,0,1
acetilsalicilna,0,1
falafelom,0,1
oformila,0,1
detox,1,0
naguravanjima,0,1
poliglot,0,1
najzdušnije,0,1
odustajemo,0,1
poubijaju,0,1
odgovorite,0,1
troskokaš,0,1
novembarska,0,1
podešenim,0,1
crnjak,0,1
restruktiriranja,0,1
alarmantnija,0,1
naciljane,0,1
večernjemu,0,1
lomača,0,1
galopu,0,1
imunosustava,0,1
ujedinjavao,0,1
naglašavao,0,1
povrijedite,0,1
pustolovnom,0,1
obrazložili,0,1
vrganju,0,1
nelinearno,0,1
partijali,0,1
maturantu,0,1
vegeterijanac,0,1
sufinacirati,0,1
rastjerao,0,1
boravišna,0,1
učestalo,0,1
korijandar,0,1
usnama,0,1
ponudio,0,1
efp,0,0
standarni,0,1
napucanu,0,1
srećković,0,1
dostavit,0,1
hitna,0,1
ekoincidenta,0,1
parkiranja,0,1
osamdesetogodišnjeg,0,1
osigurninu,0,1
kostarikanske,0,1
čajniku,0,1
bliskoistočni,0,1
deformacija,0,1
glasao,0,1
književnici,0,1
pisanka,0,1
predimenzioniranja,0,1
frizbi,0,1
natkrivanja,0,1
zezamo,0,1
kozmopolitskom,0,1
zamaman,0,1
krajobraza,0,1
mikovskih,0,1
subotama,0,1
benzijskoj,0,1
zalivene,0,1
izdržana,0,1
najbesmislenijih,0,1
skandalizirana,0,1
liječim,0,1
administrirao,0,1
osipanju,0,1
izbjeglicom,0,1
potpredsjedničkim,0,1
burzovnu,0,1
nalogodavac,0,1
producira,0,1
nekropolom,0,1
mobingiranje,0,1
ekskluziviteta,0,1
međuobrokom,0,1
brojki,0,1
preboli,0,1
cisteina,0,1
zastavši,0,1
višestoljetnu,0,1
dokazane,0,1
jedara,0,1
megapopularnog,0,1
diktiranom,0,1
ustašovanje,0,1
odlazak,0,1
antihrvatskih,0,1
autocisternu,0,1
opservacijom,0,1
prefekturi,0,1
stanična,0,1
vojno-policijskih,0,1
najoptimističnija,0,1
nedužnu,0,1
nagaznu,0,1
plastenika,0,1
stvaranja,0,1
baget,0,1
bubom,0,1
griješne,0,1
specifičan,0,1
mramorni,0,1
nanositi,0,1
bojanci,0,1
vanilinim,0,1
hrvatskosrpski,0,1
smrtonosne,0,1
spolnih,0,1
kantautora,0,1
dekompresijom,0,1
krmelje,0,1
grozoti,0,1
otcijepila,0,1
sanske,0,1
poljoprivredu,0,1
postojati,0,1
najštetnija,0,1
potočnice,0,1
gračanskim,0,1
bjeljima,0,1
gledljivom,0,1
imenovalo,0,1
filijalu,0,1
obredima,0,1
ćupriju,0,1
uvrijeđenu,0,1
odsijecanja,0,1
krajolika,0,1
kodeksa,0,1
doživljuju,0,1
igračici,0,1
zažmirimo,0,1
nedirnutom,0,1
ispremiješao,0,1
pažljiva,0,1
gomila,0,1
ranjivi,0,1
postupalnih,0,1
zapjeva,0,1
vrhuški,0,1
izbirljivosti,0,1
ukupnima,0,1
osvajaš,0,1
rastezljiva,0,1
talentirana,0,1
hiperglikemija,0,1
robotskom,0,1
zvjerinjaka,0,1
pizdio,0,1
busija,0,1
relaksirali,0,1
urudžbiraju,0,1
školarcu,0,1
šifriranje,0,1
srdačniji,0,1
građevinskih,0,1
račvaju,0,1
jw,0,0
analogije,0,1
izvrćući,0,1
prilivom,0,1
planetarnih,0,1
ljubovalo,0,1
ponižavanih,0,1
procesorima,0,1
obvezatnim,0,1
dubiozne,0,1
bjelodani,0,1
odmrznu,0,1
sanjkališta,0,1
stesati,0,1
kvizaški,0,1
asketska,0,1
fragilna,0,1
zaigranošću,0,1
rotkvicama,0,1
budžetskog,0,1
ubojstvima,0,1
detroitskom,0,1
petrogradskog,0,1
izdavat,0,1
obučnim,0,1
ekskluzivnošću,0,1
slagala,0,1
sprženog,0,1
neutralizirali,0,1
klaunerija,0,1
vinogradarima,0,1
rastrgala,0,1
iselili,0,1
poluvremenu,0,1
sposobniju,0,1
starenja,0,1
vrpcom,0,1
ruševnim,0,1
rastužili,0,1
asfaltnog,0,1
elektroinstalaterski,0,1
listićem,0,1
višnjički,0,1
ustrojavanje,0,1
zaposjednutim,0,1
pravičnu,0,1
marakeškog,0,1
tjedni,0,1
oštećenje,0,1
stupcu,0,1
posvetile,0,1
isuši,0,1
moguću,0,1
poprimile,0,1
centimentara,0,1
profesionaliziraju,0,1
ratnicom,0,1
fosfatnih,0,1
mučkih,0,1
promašiš,0,1
predjela,0,1
levitaciju,0,1
posijanih,0,1
steže,0,1
kruzera,0,1
vadi,0,1
guljenje,0,1
kasnili,0,1
praizvedene,0,1
jea,0,0
kamp-prikolica,0,1
bogme,0,1
oblivenog,0,1
ptičurinu,0,1
euroskeptičnu,0,1
lutali,0,1
žalovanje,0,1
privučemo,0,1
odmogne,0,1
produkti,0,1
događanje,0,1
podizana,0,1
pazinske,0,1
izazivanjem,0,1
kompleksniju,0,1
kontinutetu,0,1
uplive,0,1
komapanije,0,1
antifašistička,0,1
poljsku,0,1
sumornih,0,1
njegi,0,1
doktorande,0,1
prevarilo,0,1
nadvojvodi,0,1
derivati,0,1
neobrazovano,0,1
računalnom,0,1
baptističku,0,1
zamućene,0,1
zahvalnost,0,1
ispivši,0,1
liberalizmu,0,1
hitlerizma,0,1
kompliciranje,0,1
sunarodnjakinje,0,1
blatnjavo,0,1
stiliziranim,0,1
govoril,0,1
osnovna,0,1
rukohvata,0,1
trišanja,0,1
usuđujete,0,1
odstranjenju,0,1
potresa,0,1
nepomirljivom,0,1
odrepa,0,1
bahatu,0,1
jednojajčanih,0,1
ravnice,0,1
sašile,0,1
ravničarski,0,1
naježiš,0,1
zasipan,0,1
tankiranje,0,1
ukusnoga,0,1
šljamu,0,1
pričekaj,0,1
pojašnjavanja,0,1
streljana,0,1
internističku,0,1
crnogorsko-primorske,0,1
protustavan,0,1
zabat,0,1
reguliranu,0,1
zabole,0,1
odabirem,0,1
znamenkama,0,1
brzorastućih,0,1
termovizijske,0,1
stremljenjima,0,1
pomagačka,0,1
neutaživog,0,1
rastezljivom,0,1
neumoljivih,0,1
zaokupilo,0,1
sjediniti,0,1
baptističkoj,0,1
sjeckani,0,1
sukladna,0,1
fotonatječaj,0,1
mjesečno,0,1
kontraobavještajnog,0,1
pratile,0,1
hakerskih,0,1
skrivenima,0,1
mižeriju,0,1
otvarajući,0,1
knjigovodstveno-financijske,0,1
smisla,0,1
napadač,0,1
transa,0,1
neupitna,0,1
trežnjenje,0,1
medijskome,0,1
spona,0,1
odn,0,0
izvlaštenje,0,1
ekranizaciji,0,1
slabovidna,0,1
mahnitosti,0,1
masivima,0,1
komunikativnih,0,1
razlučuju,0,1
išaranim,0,1
generirao,0,1
iskopali,0,1
kulturno-umjetničkom,0,1
antiknu,0,1
ciparskom,0,1
najsritniji,0,1
prošlogodišnjeg,0,1
apartmanskoj,0,1
umaško,0,1
provalnicu,0,1
futura,0,1
monotipija,0,1
makom,0,1
odvojili,0,1
nenajavljene,0,1
neorenesansnom,0,1
pokvari,0,1
najmnogoljudniju,0,1
najbliskija,0,1
superzvijezdama,0,1
pogrčene,0,1
odmogle,0,1
pretjeranoj,0,1
pruziti,0,1
migrantsko,0,1
doveo,0,1
slikani,0,1
temperaturnu,0,1
korisnu,0,1
popularniju,0,1
orka,0,1
odgledali,0,1
teatarske,0,1
kaleža,0,1
protupravnu,0,1
pohotnim,0,1
emotivka,0,1
seciranja,0,1
izbrišu,0,1
zamuckivao,0,1
otrovnost,0,1
rien,0,0
kenijska,0,1
sramežljivo,0,1
tresete,0,1
rađenje,0,1
enterokok,0,1
rebro,0,1
kutnom,0,1
ledara,0,1
iživcirali,0,1
studijsko-projektne,0,1
hns-cffhr,0,0
kovčega,0,1
sasjeklo,0,1
kupažu,0,1
sidi,0,1
zločinačke,0,1
inficiranim,0,1
potkovi,0,1
vlaški,0,1
zavaravati,0,1
ispadanje,0,1
pohvalan,0,1
izvanraspravnim,0,1
zaruči,0,1
drugookrivljenikom,0,1
opleo,0,1
transkriptima,0,1
podosta,0,1
pljuvačke,0,1
isprofilirali,0,1
cimericama,0,1
zbunjujući,0,1
geodetska,0,1
kročim,0,1
kolac,0,1
predvodniku,0,1
bjeloruskog,0,1
kasnoantički,0,1
maskiralo,0,1
antidepresivima,0,1
cappela,0,0
socijalan,0,1
eurovizijskog,0,1
mehatronika,0,1
pričvršćenu,0,1
glavina,0,1
sz,0,0
zločina,0,1
nožićem,0,1
rukometnu,0,1
muškarčeva,0,1
četvrtaši,0,1
klizavog,0,1
ležernosti,0,1
ekscentričnih,0,1
neophodnih,0,1
motociklistom,0,1
smrtnice,0,1
gospodarski,0,1
svjetlećoj,0,1
prečisti,0,1
skijaškoga,0,1
antimigrantski,0,1
biblija,0,1
gospodarstvima,0,1
naredna,0,1
zanjih,0,1
gipsanih,0,1
kritiziravši,0,1
pobogu,0,1
zasniježilo,0,1
lyrics,1,0
najist,0,1
naoružavala,0,1
zaključilo,0,1
blamiranja,0,1
inžinjerstvo,0,1
mentoricu,0,1
izbezumili,0,1
glavi,0,1
lavandinim,0,1
perforirani,0,1
komocija,0,1
izmiksani,0,1
pustinji,0,1
iskupila,0,1
superjunakinji,0,1
probivši,0,1
junu,0,1
bodybuilding,1,0
smetnuo,0,1
uvijača,0,1
bržem,0,1
isprekidanom,0,1
privodili,0,1
kolumbijski,0,1
zbiljskih,0,1
pitalice,0,1
kablovi,0,1
divizijun,0,1
ćirilicom,0,1
šatorskih,0,1
generiranu,0,1
rasle,0,1
otpuhne,0,1
omalovažavajućih,0,1
odbačenima,0,1
boćama,0,1
začahurena,0,1
koža,0,1
sagledavši,0,1
kasnonoćne,0,1
potpadalo,0,1
kaznen,0,1
isključile,0,1
velikosrpstva,0,1
galamila,0,1
aramejskog,0,1
hiperkolesterolemije,0,1
povezano,0,1
zaživjeli,0,1
obznani,0,1
tjeranja,0,1
nadarenost,0,1
lažljivcem,0,1
tibija,0,1
tirolske,0,1
namirnicama,0,1
sekretar,0,1
svasta,0,1
dobrodušnosti,0,1
prevožen,0,1
